Chapter	Question Code	Question	Question Choice	Answer 1	Answer 2	Answer 3	Answer 4	Answer 5	Answer 6	Correct Answer	Difficulty Level	Category	Sub Topics	Explanation	Page Number
Chapter 20	INST-3E-668	An instructor is designing a midterm practical examination that will determine whether paramedic students can continue in the program or must remediate before proceeding. What characteristic makes this assessment high-stakes?	Single	"The student's program continuation depends on successful completion of this examination, establishing significant consequences for failure."	"The examination occurs at the midpoint of the program, representing a major milestone in the curriculum sequence."	"The assessment uses a practical format rather than written testing, requiring hands-on demonstration of clinical skills."	"The examination provides summative evaluation of student performance, measuring achievement of learning objectives to this point."			A	3	Evaluation Techniques	Assessing Learning > High-Stakes Assessments	"High-stakes assessments are defined by their consequences—specifically, that program continuation depends on passing—not by their timing, format, or evaluation purpose. The midpoint timing (distractor B) is irrelevant; high-stakes assessments can occur at any point when continuation consequences exist, though timing alone doesn't create high stakes. The practical format (distractor C) describes the assessment method but doesn't establish stakes; practical examinations can be low-stakes formative assessments or high-stakes continuation checkpoints. Summative evaluation (distractor D) is related since high-stakes assessments are typically summative, but not all summative assessments carry program continuation consequences—many summative assessments simply measure achievement without determining advancement, making them lower-stakes despite their evaluative purpose."	"Foundations of Education, page 391"
Chapter 20	INST-3E-673	"An EMS instructor develops a practical skills exam where students consistently receive similar scores when tested by different evaluators, but the exam tasks focus primarily on equipment setup rather than patient assessment competencies outlined in the course objectives. Which assessment principle does this scenario best illustrate?"	Single	The exam demonstrates high reliability but lacks validity because it consistently measures skills that do not align with the intended learning outcomes.	The exam demonstrates high validity but lacks reliability because it measures the correct competencies but produces inconsistent results across different evaluators.	The exam demonstrates both validity and reliability because consistent scoring across evaluators confirms that it measures the intended patient assessment competencies.	The exam demonstrates face validity because the equipment setup tasks appear relevant to EMS practice even though they do not measure patient assessment skills.			A	4	Evaluation Techniques	Assessing Learning > Validity of Assessment	"This scenario correctly illustrates that an exam can be highly reliable (consistent scores across evaluators) while lacking validity (not measuring the intended competencies). Reliability is necessary but insufficient for validity; an assessment must consistently measure the right thing, not just measure something consistently. The second option reverses the relationship—validity cannot exist without reliability, as you cannot accurately measure intended outcomes inconsistently. The third option incorrectly assumes that reliability automatically confers validity, which is a common misconception among new instructors. The fourth option describes face validity, which addresses whether an exam appears relevant but does not resolve the fundamental problem that the exam consistently measures the wrong construct relative to the stated learning objectives."	"Foundations of Education, page 394"
Chapter 20	INST-3E-675	"An instructor completes a research study comparing student scores on a newly developed capstone exam with their supervisor evaluation ratings during the first six months of employment. The correlation analysis shows r = 0.78, suggesting a strong relationship between exam performance and job performance. What type of validity has the instructor demonstrated?"	Single	"Predictive validity, because the exam scores successfully forecasted future workplace performance as measured through correlation between the predictor variable and criterion variable."	"Content validity, because the strong correlation demonstrates that the exam content aligns appropriately with the course objectives and essential job-related competencies for entry-level providers."	"Construct validity, because the correlation between exam scores and supervisor ratings confirms that the assessment measures the theoretical construct of clinical competence as intended."	"Concurrent validity, because the exam scores correlate strongly with supervisor evaluations, demonstrating that both measures assess similar aspects of provider performance at the same time."			A	3	Evaluation Techniques	Assessing Learning > Predictive Validity	"Predictive validity is correctly demonstrated here because the instructor measured exam scores (predictor variable) and then later correlated them with future job performance (criterion variable), which is the defining characteristic of predictive validity as a form of criterion validity. Content validity would be appropriate if the instructor were examining whether test items adequately represented the learning objectives, not whether they predicted future performance. Construct validity would be the focus if the instructor were determining whether the exam measures an underlying theoretical trait like clinical reasoning, rather than predicting actual workplace outcomes. Concurrent validity would apply if both measures (exam and supervisor ratings) were collected at the same point in time to demonstrate they assess similar constructs, rather than using one to predict the other temporally."	"Foundations of Education, page 395"
Chapter 20	INST-3E-678	An EMS instructor wants to ensure that a final examination for an EMT course has content validity. What is the most effective method to demonstrate that the exam possesses content validity?	Single	Document that each test item references a specific course objective and use an examination blueprint to ensure all objectives are proportionally represented across the exam.	Have several students review the exam after completion and ask them whether the questions appeared fair and seemed to cover material from the course lectures and textbook.	Ensure the examination includes questions from every chapter covered during the course and that the test format matches the style students expect based on previous assessments.	Compare student scores on this examination with their scores on practical skills evaluations to verify that students who perform well on skills also perform well on written tests.			A	1	Evaluation Techniques	Assessing Learning > Step 5: Specify How Validity Will Be Ensured	"Content validity is demonstrated through systematic documentation that links each examination item to specific course objectives, combined with blueprinting to ensure representative coverage of all objectives. This formal process provides evidence that the exam measures what it claims to measure based on the course's stated learning outcomes. Having students review for fairness describes face validity, which is a subjective judgment about whether a test appears appropriate but lacks the rigor of formal objective alignment. Including questions from every chapter may seem comprehensive but doesn't ensure alignment with objectives or appropriate weighting, as not all chapters may be equally important to course outcomes. Comparing written exam scores with practical performance addresses criterion-related validity, which examines how well test scores predict or correlate with other measures rather than whether items match course objectives."	"Foundations of Education, page 397"
Chapter 20	INST-3E-680	An EMS instructor is categorizing various assessments used throughout a paramedic program. Which assessment best represents a high-stakes assessment?	Single	"A comprehensive practical examination that students must pass to avoid dismissal from the paramedic program, with no retake opportunities provided during the current semester."	A final written examination administered at the end of the semester that accounts for 40% of the course grade and allows students multiple retake attempts.	A midterm practical skills evaluation that provides detailed feedback to students about their performance strengths and areas requiring additional practice before program completion.	A weekly quiz series designed to monitor student progress throughout the course and identify learning gaps that require instructor intervention before the final examination.			A	1	Evaluation Techniques	Assessing Learning > High-Stakes Assessments	"A high-stakes assessment is defined by the consequence that student continuation in the program depends on successful completion, making the comprehensive practical with no retake opportunities the correct answer. The final written examination worth 40% of the grade is summative but not high-stakes because multiple retake attempts reduce the program-continuation consequence. The midterm practical skills evaluation is formative in nature, designed primarily for feedback rather than determining program continuation. The weekly quiz series represents formative assessment appropriate for ongoing monitoring and instructional adjustment, but lacks the program-continuation consequences that define high-stakes testing."	"Foundations of Education, page 391"
Chapter 20	INST-3E-692	What is predictive validity in the context of EMS assessments?	Single	Predictive validity refers to the degree to which an examination or assessment tool can accurately predict or forecast a candidate's future performance in related conditions or settings.	"Predictive validity is essentially the same concept as face validity, with both terms being used interchangeably to describe how an assessment appears to measure what it intends to measure."	"All examinations and assessment instruments should demonstrate high levels of predictive validity regardless of their specific purpose, intended use, or the context in which they are being administered."	"Predictive validity is a completely separate psychometric property from criterion validity, with no relationship between these two distinct measurement concepts."			A	1	Evaluation Techniques	Assessing Learning > Predictive Validity	"Predictive validity measures an exam's ability to predict future performance in other conditions or settings, ensuring that the assessment forecasts future success. Predictive validity is actually an aspect of criterion validity, not the same as face validity—face validity concerns how an assessment appears to measure what it intends, while predictive validity focuses on forecasting future performance. Not all exams need high predictive validity; some assessments focus on other validity types depending on their purpose. Predictive validity is not separate from criterion validity; rather, it is one type of criterion validity, which also includes concurrent validity."	"Foundations of Education, page 395"
Chapter 21	INST-3E-694	What is the primary learning domain that written examinations are most effective at evaluating in EMS education?	Single	"Cognitive domain, as written tests measure knowledge, comprehension, and application of concepts but provide limited information about skill performance or attitudes"	"Psychomotor domain, as written tests can assess detailed procedural knowledge that directly correlates with a student's ability to perform clinical skills accurately"	"Affective domain, as written tests can evaluate professional attitudes and values through scenario-based questions that measure empathy and patient-centered thinking"	"All learning domains equally, as comprehensive written examinations with varied question formats can assess knowledge, skills, and attitudes with similar effectiveness"			A	1	Evaluation Techniques	Written Assessment > The Written Assessment	"Written examinations are most effective for evaluating the cognitive domain because they directly measure knowledge, comprehension, analysis, and application of concepts. The distractor suggesting psychomotor assessment is incorrect here because while written tests can assess knowledge about skills, they cannot evaluate actual skill performance, which requires hands-on practical examinations with direct observation. The affective domain distractor is inappropriate because attitudes, values, and professional behaviors must be assessed through sustained observation and behavioral assessments rather than written responses. The option suggesting equal effectiveness across all domains is incorrect because each domain requires domain-appropriate assessment methods—written tests for cognitive, practical examinations for psychomotor, and observational tools for affective learning outcomes."	"Foundations of Education, page 403"
Chapter 21	INST-3E-698	"An instructor calculates item difficulty for a 30-student class and finds that 21 students answered a particular question correctly. Using standard item analysis criteria, what should the instructor conclude about this item's statistical difficulty?"	Single	"The item has a difficulty of 0.70, which falls within the acceptable range of 30%-90% and indicates the item is appropriately challenging for the class."	"The item has a difficulty of 0.70, which exceeds the acceptable upper limit of 60% and should be revised to make it more challenging."	"The item has a discrimination index of 0.70, which indicates strong differentiation between high-performing and low-performing students."	"The item has a difficulty of 0.30, which falls below the acceptable range and suggests the question is too challenging for most students."			A	3	Evaluation Techniques	Written Assessment > Difficulty Level and Discrimination Index	"The correct answer properly calculates item difficulty (21÷30=0.70 or 70%) and recognizes this falls within the acceptable range of 30%-90% cited in standard item analysis guidelines, indicating the item is neither too easy nor too difficult. The second distractor incorrectly suggests an upper limit of 60%, when items with difficulty up to 90% are generally considered acceptable; this reflects a misunderstanding of acceptable difficulty ranges. The third distractor confuses item difficulty with the discrimination index, which is a separate statistical measure that evaluates how well an item distinguishes between strong and weak students rather than overall correctness rate. The fourth distractor miscalculates the difficulty value (inverting the calculation) and misinterprets what lower values mean; a difficulty of 0.30 would indicate only 30% answered correctly, suggesting the item may be too difficult or contain flaws."	"Foundations of Education, page 425"
Chapter 21	INST-3E-700	What is the primary characteristic that defines reliability in written examinations?	Single	The examination's ability to measure student performance consistently across multiple administrations and scoring applications.	The examination's ability to measure the specific learning objectives and competencies it was designed to assess.	The examination's ability to distinguish between high-performing students and low-performing students through item discrimination.	The examination's ability to produce scores that remain stable when students retake the same test after instruction.			A	1	Evaluation Techniques	Written Assessment > The Written Assessment	"Reliability refers to an examination's ability to measure consistently, meaning it produces dependable results across different administrations and when scored by different evaluators. This consistency is achieved through standardized administration procedures and objective scoring methods. The second option describes validity, which measures whether an exam tests what it intends to test—this is essential but distinct from reliability. The third option describes item discrimination, which is a statistical measure used in item analysis to evaluate individual question quality rather than overall exam reliability. The fourth option describes test-retest reliability, which is one specific type of reliability measurement but does not encompass the full definition of reliability as consistent measurement across all applications."	"Foundations of Education, page 403"
Chapter 21	INST-3E-706	"An instructor is developing a 60-question written exam for a comprehensive EMS course. The course blueprint allocates 35% to patient assessment, 25% to airway management, 20% to medical emergencies, and 20% to trauma. What should the instructor do to determine the appropriate number of questions for each content area?"	Single	"Multiply each percentage by the total exam length of 60 questions to calculate that patient assessment receives 21 questions, airway management 15 questions, and medical and trauma emergencies each receive 12 questions."	"Divide the total exam length by the number of content areas to ensure equal representation, then adjust slightly based on the percentages to give patient assessment and airway management one or two additional questions each."	"Review each course objective individually and assign specific test items to match them, then verify that the final distribution approximates the blueprint percentages for patient assessment, airway, medical, and trauma content areas."	"Weight each content area by multiplying the percentage by factors for criticality and difficulty, then distribute questions proportionally based on these weighted values to ensure higher-stakes content receives appropriate emphasis on the examination."			A	3	Evaluation Techniques	Written Assessment > Blueprint the Examination	"The correct approach to blueprinting involves the straightforward mathematical calculation of multiplying each assigned percentage by the total number of exam questions, which produces the precise distribution of items per content area (35% × 60 = 21, 25% × 60 = 15, 20% × 60 = 12). Dividing questions equally and then adjusting represents a backwards approach that undermines the purpose of establishing blueprint percentages in the first place, though equal distribution would be appropriate for courses where all objectives truly deserve identical emphasis. Assigning items to individual objectives rather than categories creates an unnecessarily granular approach that complicates test construction, though this method would be appropriate when developing item banks or when specific objective-level tracking is required for accreditation documentation. Weighting by criticality and difficulty factors represents an advanced technique used during the blueprint creation phase itself rather than during the question distribution phase, though this approach would be appropriate when initially determining what percentages to assign to each content area in the blueprint."	"Foundations of Education, page 405"
Chapter 21	INST-3E-707	"An instructor reviews a draft exam question that states: 'A 45-year-old patient presents with chest pain radiating to the left arm, diaphoresis, and shortness of breath. Blood pressure is 88/54 mmHg, heart rate is 118/min, and SpO2 is 91% on room air. What is your FIRST treatment priority?' The instructor wants to verify the cognitive level being tested. What cognitive level does this question primarily assess?"	Single	"Problem-solving level, because the student must prioritize competing interventions based on the patient's hemodynamic status and presenting signs in a novel clinical scenario."	"Application level, because the student must categorize the patient's signs and symptoms into a recognized pattern and apply standard treatment protocols to the situation."	"Recall level, because the student must remember the normal vital sign ranges and the classic presentation of acute coronary syndrome from their course materials."	"Problem-solving level, because the question includes multiple pieces of clinical data that the student must analyze, making it more complex than basic recall questions."			A	3	Evaluation Techniques	Written Assessment > Develop or Select Draft Examination Items > Question Levels	"This question tests problem-solving level because it requires students to make a judgment about treatment priorities in a novel situation where multiple interventions compete (airway/oxygen, fluid resuscitation, or medication administration), and the hemodynamic instability creates urgency requiring prioritization. The application-level interpretation would be appropriate if the question simply asked students to identify the condition or select an appropriate treatment without prioritization demands. The recall-level interpretation misidentifies the cognitive demand; while vital sign knowledge is required, the question's core demand is prioritizing actions, not remembering facts. The final distractor confuses item difficulty (complexity of data) with cognitive level; a question can include extensive data yet still test only recall if it asks for a memorized fact rather than judgment."	"Foundations of Education, page 406"
Chapter 21	INST-3E-709	"An instructor analyzes exam data from 50 students and finds that 10 students answered item #23 correctly, yielding a difficulty index of 0.20. What is the most appropriate action for this item?"	Single	"Review the item for technical flaws or ambiguous wording, as difficulty below 0.3 suggests the item may be problematic or the content was not effectively taught."	"Retain the item unchanged, as difficulty below 0.3 indicates it effectively discriminates between high and low performers and provides valuable assessment data."	"Celebrate the result as evidence of rigorous assessment standards, since difficulty near 0.0 demonstrates that only truly competent students can pass the examination."	"Calculate the discrimination index first, as difficulty values are meaningless without corresponding discrimination data to determine whether the item functions appropriately."			A	3	Evaluation Techniques	Written Assessment > Difficulty Level and Discrimination Index	"A difficulty index of 0.20 falls below the ideal range of 0.3-0.8, indicating that only 20% of students answered correctly, which suggests either a flawed item, ambiguous wording, content that was inadequately taught, or material beyond the appropriate cognitive level. The correct action is to review the item for technical problems before using it again. While discrimination data is valuable, difficulty values below 0.3 independently signal potential problems that warrant investigation regardless of discrimination performance. Retaining such items without review risks unfair assessment and invalid test results. Celebrating extremely low difficulty misunderstands the purpose of assessment; items should measure competence, not create artificial failure, and difficulty near 0.0 suggests measurement problems rather than rigor. Discrimination analysis complements difficulty data but does not replace the need to address items outside acceptable difficulty ranges."	"Foundations of Education, page 425"
Chapter 22	INST-3E-728	An EMS program director is revising the skills evaluation process for airway management competencies. Several instructors report inconsistent pass/fail decisions when using the current checklist that rates performance quality on a 1-5 scale. Which modification would most effectively improve inter-rater reliability across multiple evaluators?	Single	Replace the rating scale with dichotomous scoring where each critical action is marked as performed or not performed by the student.	Expand the current rating scale from five points to seven points to provide evaluators with more granular assessment options for each skill component.	Implement a holistic rubric that allows evaluators to assign overall performance scores based on their professional judgment of student competence.	Develop a Likert-style assessment tool that captures evaluator perceptions of student confidence levels during each phase of the airway procedure.			A	4	Evaluation Techniques	Other Assessment Tools > Skills Evaluation	"Dichotomous scoring (performed/not performed) is the most reliable method for skills checklists because it reduces evaluator subjectivity and creates clear, standardized criteria that different raters can apply consistently. Expanding to a seven-point scale would actually decrease reliability by introducing more subjective interpretation points where evaluators must distinguish between adjacent performance levels. Holistic rubrics serve valuable purposes in assessing complex integrated performances but lack the standardization needed when multiple evaluators must make consistent pass/fail decisions on discrete psychomotor skills. Likert scales are designed for measuring attitudes and perceptions in surveys rather than objectively documenting whether specific procedural steps were completed correctly during skills performance."	"Foundations of Education, page 434"
Chapter 22	INST-3E-742	Which statement BEST describes the role of critical steps in skills evaluation for EMS competencies?	Single	Critical steps are specifically identified on performance checklists and weighted so that failure to perform any one correctly may result in overall failure of the skills examination.	Critical steps represent the most technically difficult procedures on the checklist and should be attempted only after students demonstrate proficiency with basic foundational skills.	Critical steps are distributed equally throughout the performance checklist to ensure that all components of patient care receive balanced attention during summative skills assessment.	Critical steps serve as benchmarks during task analysis to help instructors identify which psychomotor skills require the most detailed demonstration before students attempt independent practice.			A	2	Evaluation Techniques	Other Assessment Tools > Skills Evaluation	"Critical steps are predetermined essential actions that must be performed correctly because they directly impact patient safety or outcome; failure to complete any critical step appropriately can result in failing the entire evaluation regardless of performance on other checklist items. The second distractor confuses critical steps with difficult steps, when in reality critical steps are determined by importance to patient safety rather than technical complexity and would be appropriate when discussing prerequisite skill hierarchies. The third distractor incorrectly suggests equal weighting across all steps, which would be appropriate when discussing formative assessment or practice scenarios where comprehensive feedback is prioritized over pass/fail decisions. The fourth distractor misidentifies critical steps as part of task analysis methodology, when task analysis is actually the instructional design process used to create the checklist itself, making this concept appropriate when discussing curriculum development rather than evaluation standards."	"Foundations of Education, page 434"
Chapter 22	INST-3E-750	"An EMS program director receives a proposal from faculty members to create three different versions of the final written examination: a traditional multiple-choice format, a concept-mapping visual format, and an oral examination format. Faculty argue this approach allows students to demonstrate knowledge through their preferred learning style. How should the director respond to ensure valid assessment practices?"	Single	"Maintain a single standardized examination format because research demonstrates that learning preferences do not impact assessment performance, and standardization ensures validity and fairness across all test-takers."	Implement all three examination formats and allow students to select their preferred version because accommodating different learning preferences increases student confidence and reduces test anxiety during high-stakes assessments.	"Create the three different formats but randomly assign students to each version to gather institutional data on whether visual, auditory, or kinesthetic learners perform better on matched assessment types."	Develop the varied formats as suggested because Gardner's multiple intelligences theory indicates that students possess different cognitive strengths that should be measured through appropriately matched assessment methods.			A	5	Evaluation Techniques	Other Assessment Tools > Varied Types of Assessment	"Maintaining standardized examination format is correct because empirical research has consistently failed to demonstrate that matching assessment methods to learning preferences improves comprehension or performance, and standardization is essential for ensuring all students face equivalent difficulty and valid score interpretation. Allowing student selection of format would compromise validity by introducing uncontrolled variables and making score comparison impossible across different assessment methods. Random assignment to gather data might seem scientifically sound, but it introduces unnecessary complexity and still compromises standardization without addressing that learning style matching lacks empirical support. Implementing varied formats based on Gardner's theory confuses the distinction between intelligence types and learning preferences, and while multiple intelligences may describe cognitive strengths, valid assessment requires consistent measurement standards rather than individualized formats."	"Foundations of Education, page 433"
Chapter 22	INST-3E-754	An instructor is preparing a skills evaluation for practical skills assessment. What should they DO to ensure objectivity?	Single	Use checklists developed from task analysis.	Rely on subjective observations by experienced instructors.	Implement polytomous scoring for more nuanced evaluation.	Focus on all steps in a checklist as equally critical.			A	3	Evaluation Techniques		"Using checklists developed from task analysis ensures objectivity by providing a clear, standardized evaluation method. 'Rely on subjective observations by experienced instructors' could be effective when the focus is on nuanced skill assessment, but this scenario requires objective consistency. 'Implement polytomous scoring' is valuable for detailed feedback but may not ensure reliability in this context. 'Focus on all steps in a checklist as equally critical' is not the most effective approach unless each step directly impacts skill competency, which may not be the case here."	
Chapter 22	INST-3E-757	What IS the purpose of competency portfolios in EMS education?	Single	To document psychomotor competency through multiple assessments across different settings.	To serve as a substitute for written examinations in EMS education.	To focus exclusively on cognitive skills development.	To evaluate emotional readiness for emergency situations.			A	1	Evaluation Techniques		"Competency portfolios document psychomotor skills comprehensively by incorporating multiple assessments across different settings. 'To serve as a substitute for written examinations' would be appropriate if the focus were on alternative assessment formats, but here, the emphasis is on documenting practical skills. 'To focus exclusively on cognitive skills development' addresses intellectual growth but does not align with the psychomotor focus of portfolios. 'To evaluate emotional readiness for emergency situations' is not the most effective approach unless emotional readiness is directly assessed through psychomotor tasks, which is not the case here."	
Chapter 22	INST-3E-758	Which statement BEST DESCRIBES the impact of scenarios on skills performance in EMS assessments?	Single	Scenarios used in EMS assessments must be critically evaluated and appropriately modified to ensure they provide valid and reliable measurements of skills performance.	"All scenarios, regardless of their design or content, are equally effective tools for assessing skills performance in EMS educational settings."	Modifications made to scenario design and implementation do not have any meaningful effect on the validity of skills performance assessments.	Scenarios are primarily useful as educational tools for evaluating theoretical knowledge rather than for assessing practical skills performance in EMS.			A	2	Evaluation Techniques		"Critically evaluating and modifying scenarios ensures they provide valid and reliable assessments by aligning them with learning objectives. 'All scenarios are equally effective' is not the most effective approach unless each scenario is tailored to specific skills, which may not always be the case. 'Scenario modifications do not affect validity' would be appropriate if validity were solely content-based, but here, alignment with objectives is crucial. 'Scenarios are primarily useful for evaluating theoretical knowledge' addresses content understanding but does not focus on practical skill assessment, which is the priority in this context."	
Chapter 23	INST-3E-765	An EMS training program director is developing a new curriculum for an advanced EMT course. When should the director establish remediation policies and procedures for the program?	Single	"Before the course begins, ensuring all remediation policies and procedures are documented and ready to implement when needed"	"After the first cohort completes the program, using actual student performance data to guide remediation policy development"	"When the first student demonstrates academic difficulty, creating customized remediation procedures based on specific student needs"	"During the midpoint of the course, after initial assessments reveal which students may require additional support and intervention"			A	1	Remediation	Remediation > OBJECTIVES	"Quality educational programs must proactively establish remediation policies and procedures before instruction begins, giving instructors maximum control over the process and ensuring consistency in student support. Waiting until after the first cohort completes would be appropriate for program evaluation and revision but leaves the initial students without structured remediation support. Developing policies when the first student struggles represents a reactive approach that may result in inconsistent application and potential fairness concerns across different students. Creating policies at the course midpoint would be useful for formative program assessment but still leaves early-struggling students without established procedures and may appear as a response to specific individuals rather than a systematic approach."	"Foundations of Education, page 451"
Chapter 23	INST-3E-772	Which statement BEST describes the fundamental purpose of remediation in EMS education?	Single	"Remediation involves analyzing performance deficits, identifying specific gaps in knowledge or skills, and creating a structured plan for retraining before any retesting occurs."	Remediation focuses on scheduling additional testing opportunities for students who did not pass initial assessments to provide them with multiple chances to demonstrate competency.	Remediation ensures that all students eventually meet minimum performance standards through repeated practice sessions and simplified assessment criteria until they achieve passing scores.	Remediation provides immediate retesting after a failed assessment to identify whether the student's poor performance was due to test anxiety rather than actual knowledge deficits.			A	2	Remediation	Remediation > Remediation Defined	"The correct answer accurately captures remediation as a systematic process that includes analysis, identification of deficits, and planned retraining before retesting, which is the complete definition of remediation in EMS education. The first distractor confuses remediation with simple retesting without intervention, when retesting is actually the final step that occurs after remediation is complete. The second distractor incorrectly suggests remediation guarantees success through lowered standards, when remediation actually maintains standards while providing targeted support to help students reach them. The third distractor mistakes immediate retesting for remediation, when immediate retesting would be appropriate only to rule out testing conditions as a variable, not as a remediation strategy."	"Foundations of Education, page 452"
Chapter 23	INST-3E-777	An EMS instructor is hired to teach an upcoming EMT course that begins in six weeks. The program director asks the instructor to review the existing curriculum materials. What should the instructor prioritize regarding remediation during this preparation period?	Single	Review and understand the program's existing remediation policies and procedures to ensure familiarity with the established framework before instruction begins.	Wait to address remediation concerns until after the first exam to assess which students will require individualized intervention and support strategies.	"Focus exclusively on developing engaging lesson plans and assessment tools, as remediation strategies can be developed if student performance issues emerge."	"Develop a student advocacy approach that emphasizes support over assessment, ensuring that remediation feels collaborative rather than punitive to learners."			A	3	Remediation	Remediation > OBJECTIVES	"Quality educational programs establish remediation policies and procedures proactively, before student needs arise, giving instructors maximum control and consistency. Understanding existing policies during preparation ensures the instructor can implement them effectively from day one. Waiting until after the first exam represents a reactive approach that limits instructor control and may delay necessary interventions. Focusing exclusively on lesson planning while deferring remediation planning creates gaps in instructional preparedness and suggests remediation is secondary rather than integral to program quality. While student advocacy is important philosophically, it represents the underlying value system rather than the concrete procedural framework that must be established proactively."	"Foundations of Education, page 451"
Chapter 23	INST-3E-779	What IS remediation in the context of EMS education?	Single	"Remediation is the systematic process of analyzing and identifying specific performance deficiencies in students, then developing and implementing a targeted plan to improve their performance."	Remediation is a process that guarantees all students will successfully meet the required performance standards and competencies regardless of their initial skill level or knowledge gaps.	"Remediation is only necessary for students who fail written exams or practical assessments, and is not applicable to students who pass their initial evaluations."	Remediation consists of general tutoring sessions that are designed to reinforce existing knowledge and review previously covered material without targeting specific performance deficiencies.			A	1	Remediation		"Remediation involves a structured process of identifying and addressing performance gaps, ensuring targeted improvement for each student. Assuming that remediation guarantees success is misleading, as it depends on various factors including student engagement and strategy effectiveness. Providing tutoring sessions can support learning, but does not replace the systematic approach of remediation. Remediation is also valuable for students at risk of underperformance, not just those who have already failed."	
Chapter 23	INST-3E-780	Which statement BEST DESCRIBES when remediation is warranted for a student?	Single	Remediation is warranted when a student does not meet the established performance standards that have been set for their educational program.	Remediation should only be considered as an option after a student has experienced multiple failures in meeting course requirements and expectations.	"Remediation is intended to be punitive in nature rather than supportive, serving as a consequence for poor performance instead of a learning opportunity."	Academic probation status is considered a prerequisite requirement that must be met before a student can be eligible to participate in remediation activities.			A	2	Remediation		"Remediation is initiated when a student fails to meet specific performance criteria, providing support to help them reach the desired standards. Waiting for multiple failures delays necessary intervention, potentially worsening the deficiency. Viewing remediation as punitive misconstrues its supportive intent, aimed at assisting student development. Academic probation is a separate process that may indicate the need for remediation, but is not a requirement for it."	
Chapter 24	INST-3E-788	Which document replaced the EMS Agenda for the Future (1996) when it sunsetted in 2016?	Single	"EMS Agenda 2050, which shifted focus to people-centered, value-based, coordinated care with enhanced educational planning"	"EMS Strategic Plan 2020, which maintained provider-centered approaches while updating clinical competency requirements for education"	"National EMS Education Standards 2030, which consolidated all paramedic training requirements into a single federal document"	"EMS System Development Framework 2025, which emphasized rural system integration and updated credentialing processes for educators"			A	1	Administrative Issues	Administrative Issues > National Curricular and Administrative Issues	"EMS Agenda 2050 is the correct successor document that replaced the 1996 Agenda when it sunsetted in 2016, introducing a paradigm shift toward people-centered, value-based care that significantly impacts educational program design and planning. The EMS Strategic Plan 2020 is a plausible distractor because strategic planning documents do exist in EMS, but this specific document did not replace the 1996 Agenda and the provider-centered approach represents the old paradigm rather than the new direction. The National EMS Education Standards 2030 sounds credible since Education Standards are real guiding documents in EMS education, but they serve a different purpose focused on curriculum content rather than system-wide agenda setting. The EMS System Development Framework 2025 incorporates legitimate EMS concerns like rural integration and credentialing, but this is not the actual successor document and would represent a narrower operational focus rather than the comprehensive vision provided by Agenda 2050."	"Foundations of Education, page 438"
Chapter 24	INST-3E-796	An EMS program director is implementing a framework to address student errors and policy violations. What is the primary purpose of a Just Culture approach in an educational setting?	Single	To balance individual accountability with system learning while fostering behaviors that reflect program values and safety culture	To establish uniform punitive consequences for all policy violations regardless of intent or contributing factors	To focus exclusively on clinical skill errors while referring all professional behavior issues to academic affairs	To eliminate individual accountability by attributing all student mistakes to programmatic or systemic design flaws			A	1	Administrative Issues	Administrative Issues > Just Culture/Corrective Action	"Just Culture is designed to balance individual accountability with system learning, encouraging behaviors that align with program values within a culture of safety. This approach recognizes that errors and violations require examination of both individual actions and contributing system factors. The second option represents a purely punitive approach that ignores system factors and intent, which would be appropriate in zero-tolerance policies but contradicts Just Culture principles. The third option incorrectly limits Just Culture to clinical errors, when it actually applies to all aspects of student conduct including professionalism and academic integrity. The fourth option eliminates individual accountability entirely, which would be characteristic of a blame-free culture rather than Just Culture, where accountability remains essential alongside system improvement."	"Foundations of Education, page 488"
Chapter 24	INST-3E-798	An EMS education coordinator is developing a continuing education program on advanced airway management that will be delivered both as live workshops and through an online platform. The coordinator wants to ensure participants can use the credits for recertification in multiple states. Which statement BEST describes the primary benefit of obtaining CAPCE accreditation for this program?	Single	"CAPCE accreditation ensures the continuing education program meets national standards for educational design, physician oversight, and current references, facilitating multi-state CE credit recognition for participants."	"CAPCE accreditation provides programmatic approval similar to initial EMS education programs, ensuring graduates meet National EMS Education Standards and can practice in multiple states without additional certification."	"CAPCE accreditation validates that the continuing education content aligns with state-specific recertification requirements, guaranteeing automatic acceptance by all state EMS offices for license renewal purposes."	"CAPCE accreditation establishes that the program meets distance learning technology standards, ensuring online delivery platforms comply with federal regulations for interstate commerce and student data protection."			A	2	Administrative Issues	Administrative Issues > National EMS Education Program Accreditation	"CAPCE (Commission on Accreditation for Pre-Hospital Continuing Education) specifically reviews and accredits EMS-related continuing education programs, requiring sound educational design, physician oversight, current references, and appropriate infrastructure. This accreditation is particularly valuable for earning CE credits across state lines, as many states recognize CAPCE-accredited programs for recertification purposes. The second option incorrectly conflates CAPCE with CAAHEP, which accredits initial education programs, not continuing education. The third option overstates CAPCE's authority—while CAPCE accreditation is widely recognized, individual states retain autonomy over their specific recertification requirements and may have additional criteria. The fourth option focuses narrowly on technology standards rather than the comprehensive educational quality standards that CAPCE actually evaluates, including content validity, instructional methodology, and medical oversight."	"Foundations of Education, page 470"
